predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	object_aliases	subject_start	subject_end	subject_label	subject_source	subject_text_id
None	http://id.nlm.nih.gov/mesh/D053264	B-Cell Activating Factor	https://data.bioontology.org/ontologies/MDM	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	CYTO:32	IL4	https://data.bioontology.org/ontologies/CYTO	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	PR:000001948	tumor necrosis factor ligand superfamily member 13B	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000031497	Tnfsf13b (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:02946	transient ischemic attack	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	http://identifiers.org/hgnc/16950	STAMBP	https://data.bioontology.org/ontologies/HGNC-NR	None	None	None	True	SYN	None		1	20	STAM BINDING PROTEIN	None	None
None	http://www.orpha.net/ORDO/Orphanet_353369	STAM binding protein	https://data.bioontology.org/ontologies/ORDO	None	None	None	True	PREF	None		1	20	STAM BINDING PROTEIN	None	None
None	http://identifiers.org/uniprot/Q80WM9	Q80WM9_MOUSE	https://data.bioontology.org/ontologies/GEXO	None	None	None	True	SYN	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	PR:000016481	tumor necrosis factor receptor superfamily member 14	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000042333	Tnfrsf14 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	https://identifiers.org/ncbigene/100403077	TNFRSF14 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	https://identifiers.org/ncbigene/103794219	LOC103794219 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	https://identifiers.org/ncbigene/8764	TNFRSF14 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97845	Tumor Necrosis Factor Receptor Superfamily Member 14	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	52	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 14	None	None
None	http://id.nlm.nih.gov/mesh/D020051	Arylsulfatase B1	https://data.bioontology.org/ontologies/MDM	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000042082	Arsb (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	SNOMEDCT:48494006	N-acetylgalactosamine-4-sulfatase	https://data.bioontology.org/ontologies/SNOMEDCT	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	http://purl.bioontology.org/ontology/OMIM/611542	ARYLSULFATASE B	https://data.bioontology.org/ontologies/OMIM	None	None	None	True	PREF	None		1	15	ARYLSULFATASE B	None	None
None	https://identifiers.org/ncbigene/411	ARSB (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	GO:0003943	N-acetylgalactosamine-4-sulfatase activity	https://data.bioontology.org/ontologies/PHAGE	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	http://www.limics.org/hrdo/rdfns#gen_id_15952	Arylsulfatase B	https://data.bioontology.org/ontologies/HRDO	None	None	None	True	PREF	None		1	15	ARYLSULFATASE B	None	None
None	SNMI:F-6A5A0	N-Acetylgalactosamine-4-sulfatase	https://data.bioontology.org/ontologies/SNMI	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	http://purl.org/skeletome/bonedysplasia#P000015	Arylsulfatase B	https://data.bioontology.org/ontologies/BDO	None	None	None	True	PREF	None		1	15	ARYLSULFATASE B	None	None
None	https://identifiers.org/ncbigene/100394090	ARSB (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	http://www.orpha.net/ORDO/Orphanet_121429	arylsulfatase B	https://data.bioontology.org/ontologies/ORDO	None	None	None	True	PREF	None		1	15	ARYLSULFATASE B	None	None
None	http://identifiers.org/hgnc/714	ARSB	https://data.bioontology.org/ontologies/HGNC-NR	None	None	None	True	SYN	None		1	15	ARYLSULFATASE B	None	None
None	PR:000004322	arylsulfatase B	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	15	ARYLSULFATASE B	None	None
None	http://purl.bioontology.org/ontology/HOIP/HOIP_0041220	vascular cell adhesion protein 1	https://data.bioontology.org/ontologies/HOIP	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:03017	limb lead	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	BAO:0030007	Vascular cell adhesion protein 1	https://data.bioontology.org/ontologies/BAO	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	PR:000001970	vascular cell adhesion protein 1	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://www.ncbi.nlm.nih.gov/gene/22329	vascular cell adhesion molecule 1	https://data.bioontology.org/ontologies/NIFSTD	None	None	None	True	SYN	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	https://identifiers.org/ncbigene/7412	VCAM1 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://purl.obolibrary.org/obo/dinto_4193	vascular cell adhesion protein 1	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48214	Vascular Cell Adhesion Protein 1	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:01835	vascular cell adhesion protein 1	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	https://identifiers.org/ncbigene/100385357	VCAM1 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000027962	Vcam1 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	VASCULAR CELL ADHESION PROTEIN 1	None	None
None	https://identifiers.org/ncbigene/100388927	TNFRSF13C (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	53	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13C	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C111797	Tumor Necrosis Factor Receptor Superfamily Member 13C	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	53	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13C	None	None
None	https://identifiers.org/ncbigene/115650	TNFRSF13C (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	53	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13C	None	None
None	PR:000001957	tumor necrosis factor receptor superfamily member 13C	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	53	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13C	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000068105	Tnfrsf13c (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	53	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13C	None	None
None	http://id.nlm.nih.gov/mesh/D053330	4-1BB Ligand	https://data.bioontology.org/ontologies/MDM	None	None	None	True	SYN	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	https://identifiers.org/ncbigene/8744	TNFSF9 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	CYTO:173	TNFSF9	https://data.bioontology.org/ontologies/CYTO	None	None	None	True	PREF	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	http://purl.obolibrary.org/obo/MESH_D053330	4-1BB Ligand	https://data.bioontology.org/ontologies/BERO	None	None	None	True	SYN	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000035678	Tnfsf9 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	PR:000016489	tumor necrosis factor ligand superfamily member 9	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	https://identifiers.org/ncbigene/100386159	TNFSF9 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C133793	Tumor Necrosis Factor Ligand Superfamily Member 9	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	49	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 9	None	None
None	https://identifiers.org/ncbigene/100408345	CHL1 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	45	NEURAL CELL ADHESION MOLECULE L1-LIKE PROTEIN	None	None
None	https://identifiers.org/ncbigene/10752	CHL1 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	45	NEURAL CELL ADHESION MOLECULE L1-LIKE PROTEIN	None	None
None	PR:000005429	neural cell adhesion molecule L1-like protein	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	45	NEURAL CELL ADHESION MOLECULE L1-LIKE PROTEIN	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000030077	Chl1 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	45	NEURAL CELL ADHESION MOLECULE L1-LIKE PROTEIN	None	None
None	PR:000012799	phospholipase A2, membrane associated	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34063	Phospholipase A2, Membrane Associated	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	http://purl.obolibrary.org/obo/dinto_0212	phospholipase a2, membrane associated	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:02299	post infarct cardiac rupture	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	https://identifiers.org/ncbigene/100395844	PLA2G2A (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:01725	phospholipase A2, membrane associated	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	https://identifiers.org/ncbigene/5320	PLA2G2A (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	37	PHOSPHOLIPASE A2, MEMBRANE ASSOCIATED	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C186683	Cell Surface Glycoprotein CD200 Receptor 1	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	NCIT:C186683	Cell Surface Glycoprotein CD200 Receptor 1	https://data.bioontology.org/ontologies/BERO	None	None	None	True	PREF	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	https://identifiers.org/ncbigene/100388763	CD200R1 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	https://identifiers.org/ncbigene/131450	CD200R1 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000022667	Cd200r1 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	PR:000005161	cell surface glycoprotein CD200 receptor 1	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	42	CELL SURFACE GLYCOPROTEIN CD200 RECEPTOR 1	None	None
None	PR:000007190	endoplasmic reticulum resident protein 29	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	41	ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29	None	None
None	https://identifiers.org/ncbigene/10961	ERP29 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	41	ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000029616	Erp29 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	41	ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29	None	None
None	https://identifiers.org/ncbigene/100413102	ERP29 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	41	ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29	None	None
None	http://www.ncbi.nlm.nih.gov/gene/67397	endoplasmic reticulum protein 29	https://data.bioontology.org/ontologies/NIFSTD	None	None	None	True	SYN	None		1	41	ENDOPLASMIC RETICULUM RESIDENT PROTEIN 29	None	None
None	PR:000014867	sialic acid-binding Ig-like lectin 14	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	37	SIALIC ACID-BINDING IG-LIKE LECTIN 14	None	None
None	https://identifiers.org/ncbigene/100049587	SIGLEC14 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	37	SIALIC ACID-BINDING IG-LIKE LECTIN 14	None	None
None	https://identifiers.org/ncbigene/103790034	LOC103790034 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	37	SIALIC ACID-BINDING IG-LIKE LECTIN 14	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000028965	Tnfrsf9 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9	None	None
None	PR:000001965	tumor necrosis factor receptor superfamily member 9	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9	None	None
None	https://identifiers.org/ncbigene/3604	TNFRSF9 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9	None	None
None	https://identifiers.org/ncbigene/100412493	TNFRSF9 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105113	Tumor Necrosis Factor Receptor Superfamily Member 9	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 9	None	None
None	PR:000001929	sialic acid-binding Ig-like lectin 7	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	36	SIALIC ACID-BINDING IG-LIKE LECTIN 7	None	None
None	http://purl.obolibrary.org/obo/dinto_0195	sialic acid-binding ig-like lectin 7	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	36	SIALIC ACID-BINDING IG-LIKE LECTIN 7	None	None
None	https://identifiers.org/ncbigene/27036	SIGLEC7 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	36	SIALIC ACID-BINDING IG-LIKE LECTIN 7	None	None
